100.42.160.0/20 #AS13692 DFN-ASN-1 - Douglas FastNet, US
103.243.144.0/22 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
103.243.200.0/24 #AS10038 NHNCLOUDSERVICE-AS-KR NHNCLOUD, KR
103.243.64.0/24 #AS12684 SES-LUX-AS, LU
103.243.67.0/24 #AS12684 SES-LUX-AS, LU
103.245.24.0/23 #AS13378 QINGYE-CLOUD - Qingye Cloud, US
103.24.54.0/23 #AS7538 NORDA-NET 10F No 33 Sec 2 Zhongshan Rd Zhonghe Dist, TW
103.246.0.0/22 #AS9422 SOLNET-ID PT SOLNET INDONESIA, ID
103.246.128.0/24 #AS9479 OTG-AU Operations & Technology Group, AU
103.246.51.0/24 #AS9479 OTG-AU Operations & Technology Group, AU
103.248.217.0/24 #AS9422 SOLNET-ID PT SOLNET INDONESIA, ID
103.248.218.0/24 #AS9422 SOLNET-ID PT SOLNET INDONESIA, ID
103.250.63.0/24 #AS9479 OTG-AU Operations & Technology Group, AU
103.251.220.0/22 #AS13332 HYPEENT-SJ - Hype Enterprises, US
103.251.240.0/23 #AS10206 CUZW-CN China Unicom Zhongwei Cloud, CN
103.252.86.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.253.106.0/24 #AS9251 INTERLINK-TECH-AS-ID PT INTERLINK TECHNOLOGY, ID
103.253.164.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.253.36.0/24 #AS8849 MELBICOM-EU-AS Melbikomas UAB, LT
103.254.124.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.254.224.0/22 #AS9471 ONATI-AS-AP ONATI, PF
103.25.88.0/22 #AS15830 EQUINIX, NL
103.27.174.0/24 #AS7600 ESCAPE-NET-AS Escape.net, AU
103.28.196.0/22 #AS9738 BRENNANIT-AS9738-AP Brennan IT, AU
103.28.232.0/23 #AS15830 EQUINIX, NL
103.28.70.0/24 #AS931 HYONIX - Hyonix, SG
103.28.81.0/24 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.28.82.0/24 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.30.210.0/24 #AS8681 JT, JE
103.30.234.0/23 #AS15830 EQUINIX, NL
103.31.184.0/22 #AS3223 VOXILITY, GB
103.3.18.0/24 #AS15830 EQUINIX, NL
103.3.20.0/22 #AS10030 CELCOMNET-AP Celcom Axiata Berhad, MY
103.35.120.0/23 #AS9430 STPI-NOIDA Software Technology Parks of India,Block-IV, IN
103.37.132.0/24 #AS15830 EQUINIX, NL
103.37.64.0/22 #AS15830 EQUINIX, NL
103.39.198.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.4.140.0/22 #AS4788 TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD., MY
103.41.48.0/22 #AS15830 EQUINIX, NL
103.42.144.0/22 #AS7538 NORDA-NET 10F No 33 Sec 2 Zhongshan Rd Zhonghe Dist, TW
103.42.208.0/23 #AS10101 SIMPUR-BN UNN-, BN
103.42.246.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.4.248.0/22 #AS9009 M247, RO
103.4.32.0/22 #AS15830 EQUINIX, NL
103.43.56.0/21 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.43.64.0/24 #AS9275 KASI-AS-KR Korea Astronomy Observatory, KR
103.44.152.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.44.198.0/24 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.4.44.0/22 #AS9534 MAXIS-AS1-AP Binariang Berhad, MY
103.44.8.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.44.92.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.46.140.0/24 #AS9009 M247, RO
103.46.216.0/22 #AS9471 ONATI-AS-AP ONATI, PF
103.47.144.0/24 #AS9009 M247, RO
103.47.146.0/24 #AS9009 M247, RO
103.47.76.0/23 #AS5580 GTT-ASIA, NL
103.48.248.0/22 #AS15830 EQUINIX, NL
103.49.152.0/22 #AS9009 M247, RO
103.49.84.0/22 #AS9009 M247, RO
103.49.92.0/23 #AS13444 TRS-GL-01 - TRS, US
103.49.95.0/24 #AS13444 TRS-GL-01 - TRS, US
103.5.12.0/22 #AS16276 OVH, FR
103.51.228.0/22 #AS12886 LEWTELNET Oskar-von-Miller-Str. 1b, DE
103.5.251.0/24 #AS15830 EQUINIX, NL
103.53.152.0/23 #AS5580 GTT-ASIA, NL
103.54.132.0/23 #AS15830 EQUINIX, NL
103.55.11.0/24 #AS9009 M247, RO
103.55.127.0/24 #AS15830 EQUINIX, NL
103.55.248.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.56.108.0/22 #AS15830 EQUINIX, NL
103.56.128.0/21 #AS15830 EQUINIX, NL
103.56.52.0/24 #AS9312 XTOM xTom, HK
103.56.54.0/24 #AS9312 XTOM xTom, HK
103.57.248.0/24 #AS9009 M247, RO
103.57.250.0/24 #AS7195 EDGEUNO S.A.S, CO
103.57.251.0/24 #AS9009 M247, RO
103.59.48.0/24 #AS13444 TRS-GL-01 - TRS, US
103.59.50.0/24 #AS13444 TRS-GL-01 - TRS, US
103.60.124.0/22 #AS9286 KINXIDC-AS-KR KINX, KR
103.60.156.0/24 #AS9430 STPI-NOIDA Software Technology Parks of India,Block-IV, IN
103.60.200.0/22 #AS7546 DREAMTILT-AP Dreamtilt Service Provider Gladstone, AU
103.60.92.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.6.100.0/22 #AS9286 KINXIDC-AS-KR KINX, KR
103.61.248.0/22 #AS4787 ASN-CBN PT Cyberindo Aditama, ID
103.62.0.0/22 #AS15830 EQUINIX, NL
103.65.120.0/21 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.6.56.0/22 #AS15830 EQUINIX, NL
103.6.62.0/24 #AS15830 EQUINIX, NL
103.66.32.0/22 #AS4611 XINHUANET CNNIC member, CN
103.70.132.0/22 #AS9422 SOLNET-ID PT SOLNET INDONESIA, ID
103.70.38.0/24 #AS6315 XMISSION - XMission, L.C., US
103.70.52.0/22 #AS7532 GAMANIA-AS-TW Gamania CloudForce, TW
103.70.96.0/23 #AS4758 NICNET-VSNL-BOARDER-AP National Informatics Centre, IN
103.71.114.0/23 #AS15830 EQUINIX, NL
103.71.224.0/22 #AS9875 PESAT1-AS-AP PT. Pasifik Satelit Nusantara, ID
103.7.132.0/23 #AS15830 EQUINIX, NL
103.7.147.0/24 #AS12740 OMX-NASDAQ-NETS, SE
103.7.152.0/22 #AS15830 EQUINIX, NL
103.71.92.0/22 #AS15830 EQUINIX, NL
103.7.194.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.7.198.0/23 #AS15830 EQUINIX, NL
103.73.172.0/22 #AS16347 INHERENT, FR
103.75.125.0/24 #AS16003 FORNEX-NL-AS, ES
103.75.126.0/24 #AS16003 FORNEX-NL-AS, ES
103.76.96.0/22 #AS12886 LEWTELNET Oskar-von-Miller-Str. 1b, DE
103.77.32.0/22 #AS16347 INHERENT, FR
103.80.220.0/23 #AS15404 , GB
103.8.176.0/22 #AS15830 EQUINIX, NL
103.8.180.0/24 #AS15830 EQUINIX, NL
103.8.182.0/23 #AS15830 EQUINIX, NL
103.8.184.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.8.192.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.8.196.0/22 #AS15830 EQUINIX, NL
103.82.16.0/22 #AS16276 OVH, FR
103.8.230.0/24 #AS9275 KASI-AS-KR Korea Astronomy Observatory, KR
103.83.40.0/22 #AS15830 EQUINIX, NL
103.84.93.0/24 #AS13444 TRS-GL-01 - TRS, US
103.84.94.0/23 #AS13444 TRS-GL-01 - TRS, US
103.86.120.0/22 #AS15830 EQUINIX, NL
103.86.128.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.86.148.0/22 #AS4787 ASN-CBN PT Cyberindo Aditama, ID
103.86.152.0/21 #AS4787 ASN-CBN PT Cyberindo Aditama, ID
103.86.160.0/22 #AS4787 ASN-CBN PT Cyberindo Aditama, ID
103.8.64.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.87.108.0/22 #AS7342 VERISIGN-AS - VeriSign Infrastructure & Operations, US
103.87.152.0/22 #AS4787 ASN-CBN PT Cyberindo Aditama, ID
103.87.76.0/22 #AS4787 ASN-CBN PT Cyberindo Aditama, ID
103.87.80.0/21 #AS4787 ASN-CBN PT Cyberindo Aditama, ID
103.88.42.0/24 #AS3920 PUSHPKT, EE
103.88.44.0/22 #AS4785 XTOM-AS-JP xTom, JP
103.8.88.0/22 #AS15830 EQUINIX, NL
103.91.164.0/23 #AS15830 EQUINIX, NL
103.91.167.0/24 #AS15830 EQUINIX, NL
103.9.140.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
103.9.148.0/24 #AS4788 TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD., MY
103.9.151.0/24 #AS4788 TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD., MY
103.9.164.0/23 #AS15830 EQUINIX, NL
103.92.140.0/23 #AS7600 ESCAPE-NET-AS Escape.net, AU
103.92.142.0/24 #AS7600 ESCAPE-NET-AS Escape.net, AU
103.92.144.0/22 #AS15830 EQUINIX, NL
103.9.216.0/22 #AS9245 COMPASS-NZ-AP COMPASS, NZ
103.9.32.0/22 #AS9951 AMWAYKOREA-AS-KR AMWAYKOREA, KR
103.93.224.0/21 #AS9875 PESAT1-AS-AP PT. Pasifik Satelit Nusantara, ID
103.94.96.0/22 #AS9875 PESAT1-AS-AP PT. Pasifik Satelit Nusantara, ID
103.96.80.0/22 #AS931 HYONIX - Hyonix, SG
103.97.91.0/24 #AS8849 MELBICOM-EU-AS Melbikomas UAB, LT
103.9.92.0/23 #AS15830 EQUINIX, NL
104.109.251.0/24 #AS15802 DU-AS1, AE
104.121.64.0/22 #AS9002 RETN-AS, GB
104.121.68.0/23 #AS9002 RETN-AS, GB
104.128.191.0/24 #AS9009 M247, RO
104.128.240.0/20 #AS271 BCNET-AS - BCNET, CA
104.129.156.0/24 #AS11734 CONNECTRIA-ASN-1 - Connectria, US
104.145.0.0/20 #AS6461 ZAYO-6461 - Zayo Bandwidth, US
104.151.0.0/17 #AS8881 VERSATEL, DE
104.151.136.0/23 #AS11734 CONNECTRIA-ASN-1 - Connectria, US
104.152.225.0/24 #AS15830 EQUINIX, NL
104.152.240.0/22 #AS16851 NEBRASKALINK - NebraskaLink, US
104.152.40.0/22 #AS10302 NEGIA-NET - SNAPPYDSL.NET, US
104.152.44.0/22 #AS3223 VOXILITY, GB
104.152.60.0/22 #AS11071 IW-ASN-11071 - InfoWest, US
104.152.7.0/24 #AS5742 CCINET - Fidium, US
104.152.72.0/23 #AS16738 LMI - Logistics Management Institute, US
104.152.75.0/24 #AS16738 LMI - Logistics Management Institute, US
104.153.192.0/22 #AS11734 CONNECTRIA-ASN-1 - Connectria, US
104.153.40.0/22 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
104.158.0.0/16 #AS5769 VIDEOTRON - Videotron Ltee, CA
104.163.128.0/17 #AS1403 EBOX - EBOX, CA
104.164.137.0/24 #AS16276 OVH, FR
104.165.232.0/24 #AS9009 M247, RO
104.166.48.0/23 #AS13977 CTELCO - Fidium, US
104.167.11.0/24 #AS13886 CLOUD-SOUTH - Cloud South, US
104.167.12.0/24 #AS13886 CLOUD-SOUTH - Cloud South, US
104.167.14.0/23 #AS13886 CLOUD-SOUTH - Cloud South, US
104.167.16.0/24 #AS16276 OVH, FR
104.167.194.0/24 #AS13457 13457-WOLVERINE-POWER-SUPPLY - Wolverine Power Supply, US
104.167.2.0/23 #AS13886 CLOUD-SOUTH - Cloud South, US
104.167.4.0/23 #AS13886 CLOUD-SOUTH - Cloud South, US
104.167.6.0/24 #AS13886 CLOUD-SOUTH - Cloud South, US
104.167.8.0/23 #AS13886 CLOUD-SOUTH - Cloud South, US
104.171.165.0/24 #AS6079 RCN-AS - RCN, US
104.171.166.0/23 #AS6079 RCN-AS - RCN, US
104.171.168.0/24 #AS6079 RCN-AS - RCN, US
104.171.172.0/24 #AS6079 RCN-AS - RCN, US
104.171.174.0/23 #AS6079 RCN-AS - RCN, US
104.192.128.0/22 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
104.192.148.0/22 #AS11904 ATOM-MI-53-198 - AcenTek, US
104.192.200.0/22 #AS11071 IW-ASN-11071 - InfoWest, US
104.192.31.0/24 #AS15830 EQUINIX, NL
104.192.88.0/22 #AS606 SCHAT-AS - schat.net, US
104.194.5.0/24 #AS5009 EATEL - REV, US
104.218.194.0/24 #AS9009 M247, RO
104.218.196.0/24 #AS9009 M247, RO
104.218.198.0/24 #AS9009 M247, RO
104.218.80.0/22 #AS16851 NEBRASKALINK - NebraskaLink, US
104.219.12.0/22 #AS11260 EASTLINK-HSI - EastLink, CA
104.221.0.0/17 #AS5769 VIDEOTRON - Videotron Ltee, CA
104.222.169.0/24 #AS9009 M247, RO
104.222.170.0/23 #AS9009 M247, RO
104.222.172.0/22 #AS9009 M247, RO
104.222.182.0/24 #AS16276 OVH, FR
104.222.191.0/24 #AS9150 INTERCONNECT Interconnect Services B.V., NL
104.223.114.0/24 #AS6079 RCN-AS - RCN, US
104.224.2.0/24 #AS6461 ZAYO-6461 - Zayo Bandwidth, US
104.224.28.0/22 #AS931 HYONIX - Hyonix, SG
104.224.56.0/22 #AS14485 ST-FRANCOIS - R.M. of St. Francois Xavier, CA
104.225.253.0/24 #AS16276 OVH, FR
104.232.229.0/24 #AS15830 EQUINIX, NL
104.232.36.0/24 #AS9009 M247, RO
104.232.48.0/20 #AS14735 ECN-RCE - ECN, CA
104.233.186.0/24 #AS6233 XTOM - xTom, US
104.233.20.0/24 #AS9009 M247, RO
104.233.48.0/21 #AS13886 CLOUD-SOUTH - Cloud South, US
104.233.59.0/24 #AS8881 VERSATEL, DE
104.234.135.0/24 #AS16276 OVH, FR
104.234.168.0/24 #AS16276 OVH, FR
104.234.50.0/24 #AS16276 OVH, FR
104.234.82.0/24 #AS6079 RCN-AS - RCN, US
104.234.88.0/24 #AS6079 RCN-AS - RCN, US
104.234.9.0/24 #AS6079 RCN-AS - RCN, US
104.234.94.0/24 #AS16276 OVH, FR
104.238.236.0/24 #AS17054 EXPEDIENT - Expedient, US
104.238.238.0/24 #AS11622 OFPD - Orland Fire Protection District, US
104.239.112.0/21 #AS13886 CLOUD-SOUTH - Cloud South, US
104.239.120.0/22 #AS5089 NTL, GB
104.239.13.0/24 #AS9009 M247, RO
104.239.16.0/21 #AS9009 M247, RO
104.239.32.0/21 #AS9009 M247, RO
104.239.54.0/24 #AS9009 M247, RO
104.239.56.0/24 #AS8881 VERSATEL, DE
104.239.57.0/24 #AS9009 M247, RO
104.239.68.0/22 #AS5089 NTL, GB
104.239.90.0/23 #AS9009 M247, RO
104.239.92.0/23 #AS9009 M247, RO
104.243.193.0/24 #AS9009 M247, RO
104.243.194.0/23 #AS9009 M247, RO
104.243.196.0/23 #AS9009 M247, RO
104.243.198.0/24 #AS9009 M247, RO
104.243.207.0/24 #AS9009 M247, RO
104.243.210.0/24 #AS6079 RCN-AS - RCN, US
104.243.213.0/24 #AS9009 M247, RO
104.243.246.0/24 #AS9009 M247, RO
104.243.248.0/24 #AS3223 VOXILITY, GB
104.243.251.0/24 #AS9009 M247, RO
104.243.252.0/23 #AS9009 M247, RO
104.244.140.0/22 #AS16700 CNSNEXT - CNSNext, US
104.245.11.0/24 #AS6233 XTOM - xTom, US
104.245.12.0/23 #AS6233 XTOM - xTom, US
104.245.14.0/24 #AS6233 XTOM - xTom, US
104.245.80.0/24 #AS11333 CYBERTRAILS - CyberTrails, US
104.245.8.0/24 #AS6233 XTOM - xTom, US
104.245.9.0/24 #AS4785 XTOM-AS-JP xTom, JP
104.247.170.0/23 #AS6205 HIZLINET-TEKNOLOJI HIZLINET TEKNOLOJI A.S., TR
104.247.172.0/24 #AS6205 HIZLINET-TEKNOLOJI HIZLINET TEKNOLOJI A.S., TR
104.247.174.0/23 #AS6205 HIZLINET-TEKNOLOJI HIZLINET TEKNOLOJI A.S., TR
104.247.176.0/23 #AS6205 HIZLINET-TEKNOLOJI HIZLINET TEKNOLOJI A.S., TR
104.247.178.0/24 #AS6205 HIZLINET-TEKNOLOJI HIZLINET TEKNOLOJI A.S., TR
104.247.181.0/24 #AS6205 HIZLINET-TEKNOLOJI HIZLINET TEKNOLOJI A.S., TR
104.247.182.0/23 #AS6205 HIZLINET-TEKNOLOJI HIZLINET TEKNOLOJI A.S., TR
104.247.184.0/21 #AS6205 HIZLINET-TEKNOLOJI HIZLINET TEKNOLOJI A.S., TR
104.249.0.0/21 #AS13886 CLOUD-SOUTH - Cloud South, US
104.249.128.0/24 #AS931 HYONIX - Hyonix, SG
104.249.130.0/23 #AS931 HYONIX - Hyonix, SG
104.249.48.0/23 #AS8881 VERSATEL, DE
104.249.51.0/24 #AS8881 VERSATEL, DE
104.249.52.0/23 #AS8881 VERSATEL, DE
104.249.54.0/24 #AS8881 VERSATEL, DE
104.249.91.0/24 #AS2152 CENIC-2152 - CENIC, US
104.249.94.0/24 #AS2152 CENIC-2152 - CENIC, US
104.250.161.0/24 #AS9009 M247, RO
104.250.167.0/24 #AS9009 M247, RO
104.250.170.0/24 #AS9009 M247, RO
104.250.172.0/24 #AS9009 M247, RO
104.250.174.0/23 #AS9009 M247, RO
104.250.177.0/24 #AS9009 M247, RO
104.250.180.0/24 #AS3223 VOXILITY, GB
104.250.182.0/23 #AS9009 M247, RO
104.250.185.0/24 #AS3223 VOXILITY, GB
104.250.186.0/24 #AS9009 M247, RO
104.250.189.0/24 #AS3223 VOXILITY, GB
104.250.190.0/24 #AS9009 M247, RO
104.250.229.0/24 #AS11096 FLORIDANET - FloridaNet, US
104.251.83.0/24 #AS9009 M247, RO
104.251.88.0/24 #AS9009 M247, RO
104.251.94.0/23 #AS9009 M247, RO
104.251.96.0/20 #AS6461 ZAYO-6461 - Zayo Bandwidth, US
104.252.110.0/24 #AS9009 M247, RO
104.252.117.0/24 #AS9009 M247, RO
104.252.122.0/24 #AS9009 M247, RO
104.252.130.0/23 #AS13213 UK2NET-AS, GB
104.252.136.0/24 #AS13213 UK2NET-AS, GB
104.252.160.0/24 #AS9009 M247, RO
104.252.167.0/24 #AS9009 M247, RO
104.252.191.0/24 #AS9009 M247, RO
104.252.192.0/24 #AS9009 M247, RO
104.252.210.0/24 #AS9009 M247, RO
104.252.27.0/24 #AS9009 M247, RO
104.252.28.0/24 #AS9009 M247, RO
104.252.41.0/24 #AS9009 M247, RO
104.252.48.0/23 #AS9009 M247, RO
104.252.54.0/24 #AS9009 M247, RO
104.252.6.0/24 #AS9009 M247, RO
104.252.76.0/24 #AS9009 M247, RO
104.253.106.0/24 #AS13213 UK2NET-AS, GB
104.253.109.0/24 #AS8881 VERSATEL, DE
104.253.111.0/24 #AS8881 VERSATEL, DE
104.253.112.0/24 #AS8881 VERSATEL, DE
104.253.132.0/24 #AS13213 UK2NET-AS, GB
104.253.139.0/24 #AS13213 UK2NET-AS, GB
104.253.140.0/23 #AS8881 VERSATEL, DE
104.253.151.0/24 #AS9009 M247, RO
104.253.198.0/23 #AS8881 VERSATEL, DE
104.253.224.0/22 #AS9009 M247, RO
104.253.228.0/23 #AS9009 M247, RO
104.253.230.0/24 #AS9009 M247, RO
104.253.234.0/23 #AS9009 M247, RO
104.253.236.0/23 #AS9009 M247, RO
104.253.238.0/24 #AS9009 M247, RO
104.253.241.0/24 #AS9009 M247, RO
104.253.242.0/23 #AS9009 M247, RO
104.253.245.0/24 #AS9009 M247, RO
104.253.248.0/24 #AS8881 VERSATEL, DE
104.253.28.0/24 #AS9009 M247, RO
104.253.36.0/24 #AS9009 M247, RO
104.253.50.0/24 #AS9009 M247, RO
104.253.63.0/24 #AS8881 VERSATEL, DE
104.253.64.0/24 #AS9009 M247, RO
104.253.66.0/24 #AS9009 M247, RO
104.253.76.0/24 #AS8881 VERSATEL, DE
104.253.95.0/24 #AS8881 VERSATEL, DE
104.253.96.0/24 #AS8881 VERSATEL, DE
104.255.140.0/23 #AS15190 CTS-LANGUAGELINK - CTS LanguageLink, US
104.255.33.0/24 #AS13583 AIP-AS13583 - Allstate Identity Protection, US
104.36.1.0/24 #AS14277 GIGSTREEM - GiGstreem, US
104.36.8.0/21 #AS6461 ZAYO-6461 - Zayo Bandwidth, US
104.37.0.0/24 #AS3223 VOXILITY, GB
104.37.20.0/22 #AS11260 EASTLINK-HSI - EastLink, CA
104.37.40.0/24 #AS970 KEATONAGLAIR-EHRE-EIN - Keaton Alexander Guger Lair, US
104.37.4.0/24 #AS9009 M247, RO
104.73.172.0/24 #AS8966 ETISALAT-AS P.O. Box 1150, Dubai, U, AE
104.76.183.0/24 #AS12400 PARTNER-AS, IL
104.77.212.0/22 #AS3292 TDC TDC AS, DK
104.99.228.0/22 #AS9443 VOCUS-RETAIL-AU Vocus Retail, AU
105.128.0.0/11 #AS6713 IAM-AS, MA
105.177.0.0/22 #AS16637 MTNNS-AS, ZA
105.177.10.0/23 #AS16637 MTNNS-AS, ZA
105.177.12.0/23 #AS16637 MTNNS-AS, ZA
105.177.22.0/23 #AS16637 MTNNS-AS, ZA
105.177.32.0/23 #AS16637 MTNNS-AS, ZA
105.208.0.0/12 #AS16637 MTNNS-AS, ZA
105.209.255.0/24 #AS12091 MTNNS-1, ZA
105.209.64.0/19 #AS12091 MTNNS-1, ZA
105.236.0.0/15 #AS16637 MTNNS-AS, ZA
106.0.48.0/22 #AS9422 SOLNET-ID PT SOLNET INDONESIA, ID
106.48.0.0/19 #AS9009 M247, RO
106.48.128.0/17 #AS9009 M247, RO
106.49.0.0/18 #AS9009 M247, RO
106.49.128.0/17 #AS9009 M247, RO
107.148.205.0/24 #AS6233 XTOM - xTom, US
107.155.176.0/20 #AS11904 ATOM-MI-53-198 - AcenTek, US
107.155.30.0/24 #AS3462 HINET Data Communication Business Group, TW
107.158.18.0/23 #AS6079 RCN-AS - RCN, US
107.158.92.0/23 #AS6079 RCN-AS - RCN, US
107.159.0.0/16 #AS1403 EBOX - EBOX, CA
107.161.208.0/20 #AS6140 TWO-P - Two P, US
107.161.56.0/21 #AS1403 EBOX - EBOX, CA
107.166.12.0/22 #AS6461 ZAYO-6461 - Zayo Bandwidth, US
107.167.242.0/23 #AS16851 NEBRASKALINK - NebraskaLink, US
107.167.248.0/21 #AS1403 EBOX - EBOX, CA
107.171.128.0/17 #AS5769 VIDEOTRON - Videotron Ltee, CA
107.178.32.0/20 #AS6461 ZAYO-6461 - Zayo Bandwidth, US
107.178.48.0/22 #AS6206 NETROUTING-AS, NL
107.178.52.0/23 #AS6206 NETROUTING-AS, NL
107.178.54.0/24 #AS6206 NETROUTING-AS, NL
107.182.112.0/20 #AS6206 NETROUTING-AS, NL
107.182.225.0/24 #AS13213 UK2NET-AS, GB
107.182.226.0/23 #AS13213 UK2NET-AS, GB
107.182.228.0/22 #AS13213 UK2NET-AS, GB
107.182.232.0/21 #AS13213 UK2NET-AS, GB
107.183.0.0/17 #AS6661 EPT-LU Entreprise des P. et T. Luxembourg, LU
107.183.128.0/17 #AS12479 UNI2-AS, ES
107.189.64.0/18 #AS16276 OVH, FR
108.165.134.0/24 #AS9009 M247, RO
108.165.207.0/24 #AS9009 M247, RO
108.165.226.0/24 #AS1257 TELE2, EU
108.165.248.0/24 #AS16276 OVH, FR
108.165.67.0/24 #AS4788 TTSSB-MY TM TECHNOLOGY SERVICES SDN. BHD., MY
108.165.71.0/24 #AS8881 VERSATEL, DE
108.165.72.0/23 #AS8881 VERSATEL, DE
108.165.78.0/23 #AS8881 VERSATEL, DE
108.165.88.0/23 #AS8881 VERSATEL, DE
108.165.90.0/24 #AS8881 VERSATEL, DE
108.165.94.0/24 #AS9009 M247, RO
108.166.160.0/19 #AS13354 ZC38-AS1 - zColo, US
108.167.192.0/18 #AS3663 NETNET-NET - NetNet, US
108.171.48.0/21 #AS6079 RCN-AS - RCN, US
108.171.61.0/24 #AS6079 RCN-AS - RCN, US
108.174.176.0/20 #AS13692 DFN-ASN-1 - Douglas FastNet, US
108.174.65.0/24 #AS16276 OVH, FR
108.179.160.0/19 #AS5009 EATEL - REV, US
108.179.9.0/24 #AS13652 HORIZON-BLUE-CROSS-BLUE-SHIELD-OF-NJ - HORIZON BLUE CROSS BLUE SHIELD OF NJ, US
108.186.158.0/24 #AS6233 XTOM - xTom, US
108.186.228.0/24 #AS6233 XTOM - xTom, US
108.186.240.0/24 #AS6233 XTOM - xTom, US
108.59.17.0/24 #AS11096 FLORIDANET - FloridaNet, US
108.59.19.0/24 #AS11096 FLORIDANET - FloridaNet, US
108.59.24.0/21 #AS11096 FLORIDANET - FloridaNet, US
108.59.244.0/24 #AS6079 RCN-AS - RCN, US
108.60.192.0/19 #AS13354 ZC38-AS1 - zColo, US
109.0.0.0/11 #AS15557 LDCOMNET --- I3Dnet ---, FR
109.104.192.0/19 #AS12436 BERGON-AS, BG
109.104.32.0/19 #AS16097 HLKOMM 04107 Leipzig, DE
109.105.112.0/21 #AS2603 NORDUNET, DK
109.105.120.0/22 #AS2603 NORDUNET, DK
109.105.195.0/24 #AS16276 OVH, FR
109.105.64.0/19 #AS8359 MTS, RU
109.105.96.0/20 #AS2603 NORDUNET, DK
109.106.224.0/20 #AS15958 CETIN_DOO_AS CETINdoo-NET, RS
109.106.44.0/22 #AS15600 QUICKLINE Quickline AG, CH
109.106.48.0/20 #AS15600 QUICKLINE Quickline AG, CH
109.107.139.0/24 #AS5408 GR-NET www.grnet.gr, GR
109.107.145.0/24 #AS15404 , GB
109.107.224.0/19 #AS9038 BAT-AS9038, JO
109.108.0.0/19 #AS16086 DNA, FI
109.109.200.0/21 #AS12843 TELEMAXX, DE
109.110.184.0/24 #AS16276 OVH, FR
109.111.197.0/24 #AS9009 M247, RO
109.111.42.0/23 #AS9009 M247, RO
109.120.192.0/21 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.204.0/23 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.208.0/21 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.21.0/24 #AS15870 BST-AS, RU
109.120.216.0/22 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.220.0/23 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.222.0/24 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.224.0/24 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.226.0/23 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.228.0/23 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.230.0/24 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.232.0/24 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.234.0/23 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.237.0/24 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.238.0/24 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.240.0/23 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.242.0/24 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.244.0/24 #AS8866 VIVACOM-AS BULGARIA, BG
109.120.246.0/23 #AS8866 VIVACOM-AS BULGARIA, BG
