192.175.48.1/32 #AS1228 UNINET-ASNBLOCK, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
154.66.200.0/22 #AS37650 CM-Value-AS, ZA
168.253.80.0/20 #AS37650 CM-Value-AS, ZA
196.50.64.0/18 #AS37650 CM-Value-AS, ZA
45.221.212.0/22 #AS37652 AS37652, ZA
154.66.204.0/22 #AS37652 AS37652, ZA
169.255.144.0/22 #AS37652 AS37652, ZA
154.66.208.0/22 #AS37653 ZINIA-ISP-AS, ZA
169.239.124.0/22 #AS37653 ZINIA-ISP-AS, ZA
196.11.102.0/24 #AS37656 SOTERIA-AS, ZA
196.10.54.0/24 #AS37663 ISPA-SA-JINX, ZA
196.6.238.0/23 #AS37667 Iress-SouthAfrica, ZA
197.149.144.0/22 #AS37667 Iress-SouthAfrica, ZA
196.10.55.0/24 #AS37668 DINX, ZA
41.77.48.0/21 #AS37670 SMART-AS, ZA
45.221.200.0/21 #AS37670 SMART-AS, ZA
154.66.144.0/21 #AS37670 SMART-AS, ZA
164.160.72.0/21 #AS37670 SMART-AS, ZA
41.77.24.0/21 #AS37673 Telemasters, ZA
196.223.56.0/21 #AS37673 Telemasters, ZA
41.78.184.0/22 #AS37675 SkyWire, ZA
154.73.152.0/21 #AS37675 SkyWire, ZA
165.90.32.0/21 #AS37675 SkyWire, ZA
165.90.44.0/22 #AS37675 SkyWire, ZA
165.90.48.0/20 #AS37675 SkyWire, ZA
196.13.254.0/24 #AS37675 SkyWire, ZA
102.132.128.0/17 #AS37680 COOL-IDEAS, ZA
102.223.148.0/22 #AS37680 COOL-IDEAS, ZA
154.0.0.0/20 #AS37680 COOL-IDEAS, ZA
155.93.128.0/17 #AS37680 COOL-IDEAS, ZA
196.11.48.0/22 #AS37691 THOUGHTEXPRESS-AS, ZA
196.11.52.0/24 #AS37691 THOUGHTEXPRESS-AS, ZA
196.11.55.0/24 #AS37691 THOUGHTEXPRESS-AS, ZA
192.175.48.1/32 #AS37692 NetStack-AS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37699 DINX-ROUTESRV, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37700 DINX, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37701 CINX, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
102.140.160.0/20 #AS37720 Alsatia-AS, ZA
102.222.66.0/23 #AS37724 TFyreIT-PTY-LTD, ZA
192.175.48.1/32 #AS37731 AS-WECOM, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37735 NMBIX-Peering, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
23.147.136.0/24 #AS37739 Abantu-Cloud, ZA
102.204.251.0/24 #AS37739 Abantu-Cloud, ZA
102.209.240.0/23 #AS37739 Abantu-Cloud, ZA
102.222.156.0/23 #AS37739 Abantu-Cloud, ZA
192.175.48.1/32 #AS37741 COMSOL_ASN_02, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.235.184.0/23 #AS41033 D2-AS, ZA
185.235.187.0/24 #AS41033 D2-AS, ZA
31.134.0.0/20 #AS43444 BNS-AS, ZA
45.135.1.0/24 #AS43444 BNS-AS, ZA
45.135.2.0/23 #AS43444 BNS-AS, ZA
45.155.166.0/23 #AS43444 BNS-AS, ZA
88.218.44.0/24 #AS43444 BNS-AS, ZA
91.132.198.0/24 #AS43444 BNS-AS, ZA
91.218.122.0/23 #AS43444 BNS-AS, ZA
91.245.236.0/24 #AS43444 BNS-AS, ZA
155.212.36.0/22 #AS43444 BNS-AS, ZA
155.212.108.0/22 #AS43444 BNS-AS, ZA
166.88.178.0/24 #AS43444 BNS-AS, ZA
194.99.27.0/24 #AS43444 BNS-AS, ZA
217.145.225.0/24 #AS43444 BNS-AS, ZA
192.175.48.1/32 #AS56453 SPAIN-IIL-AS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
164.160.116.0/22 #AS61092 SA123NET, ZA
169.255.36.0/22 #AS61092 SA123NET, ZA
192.175.48.1/32 #AS134384 BOMBORATECH-AS-ANYCAST3 BOMBORA TECHNOLOGIES Anycast system, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
